EC50_1,SMILES,EC50_0,EC50_2,EC50_3,EC50_4,EC50_5
,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,,,-0.0,,
,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,,,-1.2174839442139065,,
,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,,,-2.0,,
,CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,,,-0.0,-2.5352941200427703,
,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,,,-2.049218022670181,-1.505149978319906,
,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,,,-1.3979400086720375,,
,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,,,-1.484299839346786,-1.414973347970818,
,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,,,-2.1760912590556813,,
,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,,,-1.8293037728310249,-1.7781512503836436,
,Oc1cccc(O)c1,,,-1.1139433523068367,,
,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,,,-2.1760912590556813,,
,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,,,-2.6020599913279625,-2.230448921378274,
,CCC(=O)C1(C)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,,,-1.4393326938302626,,
,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,,,-0.9542425094393248,,
,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,,,-1.877946951629188,-1.0791812460476249,
,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,,,-2.7958800173440754,,
,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,,,-1.5006023505691857,,
,CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,,,-1.6020599913279625,-1.1583624920952498,
,CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1,,,-2.0910804693473324,,
,Cc1ncc([N+](=O)[O-])n1CC(C)O,,,-3.1760912590556813,-3.0,
,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,,,-1.1139433523068367,-1.2671717284030135,
,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,,,-1.3010299956639813,,
,CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=C(C)C4CC(OC5OC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1,,,-0.7781512503836436,,
,CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,,,-0.3010299956639812,-0.4771212547196624,
,O=C(O)CCSCC1OC2OC3C(CSCCC(=O)O)OC(OC4C(CSCCC(=O)O)OC(OC5C(CSCCC(=O)O)OC(OC6C(CSCCC(=O)O)OC(OC7C(CSCCC(=O)O)OC(OC8C(CSCCC(=O)O)OC(OC9C(CSCCC(=O)O)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,,,-1.869231719730976,,
,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,,,-0.7781512503836436,,
,CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,,,-1.6989700043360187,-3.0,
,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,,,-1.7781512503836436,-2.1903316981702914,
,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CO)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C,,,-7.0,,
,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,,,-1.4471580313422192,-0.8750612633917001,
,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,,-2.380211241711606,-2.6989700043360187,
,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,,,-2.096910013008056,-1.1903316981702914,
,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,,,-1.4913616938342726,-1.484299839346786,
,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,,,-2.656417653650556,-1.7853298350107671,
,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,,,-1.0,-1.0,
,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,,,-1.0,-8.83378437465648,
,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,,,-2.8115750058705933,-1.0,
,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,,,-2.8115750058705933,-8.83378437465648,
,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,,,-0.4771212547196624,,
,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,,,-0.7781512503836436,,
,Cc1cc(Nc2ncnc3ccc(N=C4NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,,,-1.1139433523068367,-1.5185139398778875,
,CC(=O)OC1(C(C)=O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)CC21C,,,-1.7781512503836436,-1.6020599913279625,
,CCCCCCCC(=O)CCC1C(O)CC(O)C1C/C=C\CCCC(=O)OC(C)C,,,-1.0413926851582251,-2.6532125137753435,
,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,,,-2.6241101320710367,,
,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,,,-1.863322860120456,-2.45484486000851,
,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,,,-2.8836614351536176,-2.5289167002776547,
,CCC1=CC2CN1CCc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,,,-0.8750612633917001,-0.8239087409443188,
,C=C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,,,-1.1760912590556811,-0.9420080530223132,
,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,,,-2.439332693830263,-2.27382771281152,
,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,,,-1.6989700043360187,,
,CC(c1cc2ccccc2s1)N(O)C(N)=O,,,-2.3061918492997684,-1.977723605288848,
,NS(=O)(=O)Cc1noc2ccccc12,,,-2.134520365244195,-1.7781512503836436,
,CC(=O)NCCCS(=O)(=O)O,,,,-3.1760912590556813,
,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,,,,-2.164352855784437,
,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,,,,-2.204119982655925,
,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,,,,-2.6989700043360187,
,CC(C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C)=CC(=O)O,,,,-0.0,
,O=c1[nH]cnc2[nH]ncc12,,,,-0.4771212547196624,
,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,,,,-1.146128035678238,
,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,,,,-1.0,
,O=S(=O)(O)O,,,,-0.8450980400142568,
,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,,,,-0.4771212547196624,
,CCOCC,,,,-1.954242509439325,
,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,,,,-1.3222192947339193,
,OCC(O)c1oc(O)c(O)c1O,,,,-1.5314789170422551,
,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,,,,-3.0,-3.0
,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,,,,-1.9420080530223127,
,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,,,,-0.7781512503836436,
,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2C2=NC(O)ON2)cc1,,,,-1.3979400086720375,
,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,,,,-1.8893017025063104,
,O=S(=O)(Nc1ccccc1)c1cccc(/C=C/C(O)=NO)c1,,,,-2.0,
,O=C(OOC(=O)c1ccccc1)c1ccccc1,,,,-1.6232492903979006,
,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,,,,-0.7781512503836436,
,C[N+](C)(C)CC(=O)[O-],,,,-1.146128035678238,
,CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,,,,-2.592916611888093,
,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,,,,-1.1760912590556811,
,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,,,,-2.099384632135912,
,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,,,,-0.8239087409443188,
,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,,-2.255272505103306,
,O=C(O)O,,,,-1.6020599913279625,
,CC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12,,,,-1.0,
,CC(CS)C(=O)N1CCCC1C(=O)O,,,,-2.096910013008056,
,CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C2CCC13C,,,,-0.4771212547196624,
,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,,,,-3.4771212547196626,
,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,,,,-3.1356626020000733,
,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,,,,-3.0,
,COC=C1CSC2C(=NC(=O)C(NOC)c3csc(N)n3)C(=O)N2C1C(=O)OC(C)OC(=O)OC(C)C,,,,-2.4771212547196626,
,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,,,,-3.315270434778592,
,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,,,,-2.096910013008056,
,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,,,,-3.0,
,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)O)NC1=O)C(C)O,,,,0.0,
,CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C,,,,-7.079181246047625,
,NC(CS)C(=O)O,,,,0.0,
,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,,,,-2.4771212547196626,
,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(OC1CC(N)C(O)C(C)O1)=CC(O)(C(C)=O)C4,,,,-0.3010299956639812,
,Cc1c(O)c(=O)ccn1C,,,,-1.8750612633917,
,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,,,,-0.3010299956639812,
,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2,,,,-0.6989700043360189,
,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,,,,-0.6020599913279624,
,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,,,,-1.1760912590556811,
,C[S+](C)[O-],,,,-6.477121254719663,
,CN(C)CCOC(c1ccccc1)c1ccccc1,,,,-2.0863598306747484,
,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,,,,-1.9420080530223127,
,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,,,,-2.2612628687924934,
,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,,,,-1.146128035678238,
,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,,,,-2.439332693830263,
,Cc1cc(=O)n(-c2ccccc2)[nH]1,,,,-2.646730386247423,
,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,,,,-1.8588378514285853,
,CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(O)C(C)(C)C2CCC13C,,,,-1.1139433523068367,
,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,,,,-1.1903316981702914,
,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4,,,,-1.1760912590556811,
,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,,,-1.724275869600789,
,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,,,,-0.9030899869919436,
,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,,,,-6.397940877260133,
,CCC(CO)NCCNC(CC)CO,,,,-1.7201593034059568,
,CCCCCCCC/C=C\CCCCCCCC(=O)O,,,,-1.4771212547196624,
,CCc1cc(C(N)=S)ccn1,,,,-0.6020599913279624,
,CCOC(=O)c1cncn1C(C)c1ccccc1,,,,-1.4913616938342726,
,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,,,,-2.544068044350276,
,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,,,,-0.8846065812979305,
,Cc1cn[nH]c1,,,,-1.6532125137753435,
,C=O,,,,-1.7423322823571483,
,CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,,,,-3.0,-2.903089986991944
,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,,,,-0.4771212547196624,
,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,,,,-3.397940008672037,
,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,,,,-0.8750612633917001,
,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,,,,-1.0,
,CN1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[nH]1,,,,-1.6989700043360187,
,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,,,,-1.4771212547196624,
,NCC(=O)O,,,,-3.6020599913279625,
,CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1cn(Cc2ccccc2)cn1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1,,,,-7.797036594544017,-7.966141732739032
,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,,,,-0.6989700043360189,
,NNc1nncc2ccccc12,,,,-0.8450980400142568,
,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,,,,-1.4648867983026508,
,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,,,,-0.8450980400142568,
,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,,,,-0.6989700043360189,-0.6989700043360189
,CN(C)CCCN1c2ccccc2CCc2ccccc21,,,,-0.8450980400142568,
,Nc1cc(-c2ccncc2)c[nH]c1=O,,,,-1.6532125137753435,
,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,,,,-2.008600171761917,
,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,,,,-0.4771212547196624,
,CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,,,,-8.096910013008056,
,CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,,,,-7.375663613960885,
,IC(I)I,,,,-1.5440680443502757,
,CC(C)NC(C)Cc1ccc([123I])cc1,,,,-0.7781512503836436,
,CC(C)NCC(O)c1ccc(O)c(O)c1,,,,-0.6020599913279624,
,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,,,,-2.4771212547196626,
,C[N+](C)(C)CC(O)CC(=O)[O-],,,,-3.434196187604368,
,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,,,,-1.3979400086720375,
,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,,-2.544068044350276,
,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)C(C)CC)C(=O)O,,,,-0.3357921019231932,
,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,,,,-0.7781512503836436,
,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,,,-2.3324384599156054,
,Oc1c2c(c(O)n1CC1CCCCC1CN1CCN(c3nsc4ccccc34)CC1)C1CCC2C1,,,,-2.4771212547196626,
,OCC(O)C(O)C(O)C(O)CO,,,,-0.0,
,Cc1cccc(Nc2ccccc2C(=O)O)c1C,,,,-1.4771212547196624,
,CN(C)C(N)=NC(=N)N,,,,-1.0569048513364727,
,CNC(C)Cc1ccccc1,,,,-1.3679767852945943,
,CSCCC(N)C(=O)O,,,,-1.392110465011314,
,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,,,,-1.4771212547196624,
,COc1c(C/C=C(\C)CCC(=O)O)c(O)c2c(O)occ2c1C,,,,-1.2787536009528289,
,COc1ccc2cc(CCC(C)=O)ccc2c1,,,,-2.420615770625765,
,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,,,,-1.0413926851582251,
,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,,,-6.778151250383644,
,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,,,,-2.633468455579586,
,CCCCCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4C3CCC12C,,,,-1.548184610545108,
,CC12CCC3C4=C(CCC3C1CCC2OC(=O)CCc1ccccc1)CC(=O)CC4,,,,-1.0791812460476249,
,CC1C/C=C/C=C/C=C/C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3=CCC(=O)O1)CC(O)C2C(=O)O,,,,-0.7781512503836436,
,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,,,,-2.423245873936808,
,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,,,,-1.5563025007672873,
,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,,,,-3.0256130404386536,
,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,,,,-1.1760912590556811,
,Cc1ccc(C(=O)OCc2ccc(C(CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,,,,-0.3010299956639812,
,O=C(O)c1cccnc1,,,,-1.1760912590556811,
,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],,,,-1.1760912590556811,
,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,,,-0.7781512503836436,
,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,,,,-1.5593080109070123,
,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],,,,-0.6020599913279624,
