EC50_0,SMILES,EC50_1,EC50_2,EC50_3,EC50_4,EC50_5,EC50_6,EC50_7,EC50_8,EC50_9,EC50_10,EC50_11,EC50_12,EC50_13,EC50_14,EC50_15,EC50_16,EC50_17,EC50_18,EC50_19,EC50_20,EC50_21
-2.3010299956639813,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,,,,,,,,,,,,,,-2.6020599913279625,,,,-2.6020599913279625,,,
-0.6989700043360189,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,,,,,,,,,,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,-0.6989700043360189,-1.3979400086720375,,-1.3979400086720375,,-1.3979400086720375
-2.1760912590556813,Nc1nc(=O)[nH]cc1F,,,,,,,,,,,-2.1760912590556813,,,,,,,,-2.1760912590556813,-2.1760912590556813,
-1.9030899869919435,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,,-1.7781512503836436,-1.9030899869919435,,,-1.3010299956639813,,,-1.7781512503836436,-1.9030899869919435,-1.3010299956639813,-1.7781512503836436,,-1.7781512503836436,-1.3010299956639813,,-1.9030899869919435,-1.7781512503836436,,
-0.6989700043360189,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-],,,,,,,,,,,,,,,,,,-0.6989700043360189,,,
-2.397940008672037,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,,,,,,,,-2.397940008672037,-2.397940008672037,,,-2.397940008672037,,,,-2.397940008672037,,,,
-0.9030899869919436,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,,,,,-0.9030899869919436,,,,,-0.9030899869919436,,,-0.9030899869919436,,,,,,-0.9030899869919436,,
-1.4771212547196624,NC(=O)NO,,,,,,,,,,,,,,,,,-1.1760912590556811,,,,
-2.6232492903979003,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,,,-2.6232492903979003,,-2.6232492903979003,,,,,-2.7481880270062,,,,-2.6232492903979003,,,-2.7481880270062,-2.6232492903979003,,,
-3.0791812460476247,CC(C)Cc1ccc(C(C)C(=O)O)cc1,,,,,,,-0.7781512503836436,,,-3.505149978319906,-3.0791812460476247,,-3.0791812460476247,,,,-2.3010299956639813,,-3.0791812460476247,,-0.7781512503836436
-3.845098040014257,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,
-2.4771212547196626,CN(C)CCCN1c2ccccc2CCc2ccccc21,,,,,,,,,,,,,,,,,,,-2.4771212547196626,,
-2.4771212547196626,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,,,,,,,,,-2.4771212547196626,,,,-2.4771212547196626,,-2.4771212547196626,,
-2.6020599913279625,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,,,-2.3010299956639813,-2.6020599913279625,-2.6020599913279625,,,,-2.3010299956639813,,,-2.6020599913279625,,-2.3010299956639813,-2.6020599913279625,-2.3010299956639813,-2.6020599913279625,-2.6020599913279625,-2.6020599913279625,
-2.6989700043360187,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,,,,,,,,,,,,,,,,,,,,-2.6989700043360187,
-0.6020599913279624,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-0.6020599913279624,,,,,-2.3521825181113627,,,,-2.0,,-2.3010299956639813,-2.1760912590556813,,-2.0,,-2.0,-2.3010299956639813,-2.0,,-2.0
-2.7781512503836434,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,,,,-2.7781512503836434,,,,,,,,,-2.7781512503836434,-2.7781512503836434,,,-2.7781512503836434,,-2.7781512503836434,-1.0791812460476249,
-2.7781512503836434,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,,,-2.6989700043360187,,,,-2.3010299956639813,,-2.6989700043360187,-2.3010299956639813,,-2.7781512503836434,-2.7781512503836434,,,-2.7781512503836434,-2.8750612633917,,,
-1.7781512503836436,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,,,,-1.7781512503836436,-1.7781512503836436,-1.7781512503836436,,,,,,,-1.7781512503836436,,,,-1.954242509439325,-1.954242509439325,-1.7781512503836436,-1.4771212547196624,
-2.681241237375587,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,,,,,,,,,,,,,,,,,,-2.681241237375587,,,
-1.0,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,,,-0.6989700043360189,,-1.0,-1.0,,,,,,,-1.0,,,,-0.6989700043360189,,-0.6989700043360189,,
-2.6989700043360187,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,,-2.397940008672037,-2.8750612633917,,,,,,-2.8750612633917,-2.6989700043360187,-2.380211241711606,-2.6989700043360187,,,,-2.8750612633917,-2.8750612633917,-2.6989700043360187,,
-0.9030899869919436,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,-0.9030899869919436,-0.4771212547196624,-0.4771212547196624,-0.9030899869919436,-0.9030899869919436,,,,-0.9030899869919436,-0.9030899869919436,,-0.9030899869919436,-0.4771212547196624,-0.4771212547196624,,,,-0.4771212547196624,-0.4771212547196624,-0.4771212547196624,
-1.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,,,,,,,,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,
-2.0,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,,,-2.0,,,,,,,,,-2.0,,,-2.0,,-2.0,,-2.0,,
-0.4771212547196624,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,,,,,,,,,-0.4771212547196624,,,,,,,,,,,,
-1.0,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,,,,,,,,,,-1.1760912590556811,,,-1.0,,,,-1.1760912590556811,-1.0,-1.1760912590556811,-1.0,
-2.0791812460476247,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,,,,,-0.9030899869919436,,,,,,,,,-1.6020599913279625,,-0.9030899869919436,-0.9030899869919436,,
-3.6989700043360183,Nc1ccc(O)c(C(=O)O)c1,,,-3.903089986991944,,,-3.6989700043360183,-3.903089986991944,-3.6989700043360183,,-3.6989700043360183,-3.6989700043360183,,-3.6989700043360183,,,,-2.6989700043360187,-3.6020599913279625,-3.6020599913279625,-3.6020599913279625,
-0.4771212547196624,COC(=O)C(c1ccccc1)C1CCCCN1,,,,,,,,,,,,-1.7323937598229686,,,-1.8573324964312683,,,,,-2.0,
-0.4771212547196624,Cc1cccc(C)c1OCC(C)N,-0.4771212547196624,,,,,,,,,,,,-0.4771212547196624,,,,,,,,
-0.6989700043360189,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,,,-2.1760912590556813,-1.6989700043360187,-1.0413926851582251,,-2.1760912590556813,,-2.1760912590556813,-0.9030899869919436,,-2.1760912590556813,-2.1760912590556813,-1.0,-2.1760912590556813,-2.3010299956639813,-2.1760912590556813,-2.1760912590556813,-0.6989700043360189,-2.0,
-2.4771212547196626,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,,,,,,,,,,,,,,,,,,,,,
-2.3010299956639813,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,,,,,,,,-2.3010299956639813,,,-2.3010299956639813,-2.3010299956639813,-2.0,,-2.3010299956639813,,,,,,
-2.1760912590556813,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,,,,,,,,,,,,,,,,,-2.3010299956639813,-2.1760912590556813,-2.0,,
-2.3010299956639813,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,,-2.0,,,,,,,,,,,,,,,-2.0,,,-2.0,
-2.3010299956639813,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,,,,,,,,,,,,,-2.6020599913279625,,,,,-2.6020599913279625,,,
-3.3010299956639813,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,,,,,,,,,,,,,,,,,,,,,
-3.6989700043360183,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,,,,,,-3.4771212547196626,,,,,,-3.6989700043360183,,-3.544068044350276,,,-3.4771212547196626,-3.4771212547196626,,
-0.3010299956639812,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,-2.6020599913279625,,,-2.6020599913279625,,-2.6020599913279625,,-2.6020599913279625,,-2.3010299956639813,-2.6020599913279625,,-2.6020599913279625,,,-1.146128035678238,-2.6020599913279625,-2.6020599913279625,-2.6020599913279625,,-2.6020599913279625
-1.6020599913279625,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,,,
-2.903089986991944,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,,,,-2.7781512503836434,-2.903089986991944,,,,,-2.903089986991944,,,-2.6020599913279625,,,-2.6020599913279625,-2.903089986991944,-2.7781512503836434,-2.6020599913279625,-2.7781512503836434,-2.903089986991944
-0.3010299956639812,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],,,,,,,,,-0.3010299956639812,-0.3010299956639812,,,,,,-0.3010299956639812,,,,,
-2.4771212547196626,CN1Cc2c(N)cccc2C(c2ccccc2)C1,,,,,,,,,,,-2.0,,-2.0,,-2.4771212547196626,,,,-2.0,,
-2.1760912590556813,CNCCC=C1c2ccccc2CCc2ccccc21,,,,,,,,,,,,,,,,,,,-2.1760912590556813,,
-2.6020599913279625,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,,,,-0.6020599913279624,,,,,,-2.903089986991944,,-2.903089986991944,,,,,-2.903089986991944,-2.6020599913279625,,
-1.3010299956639813,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,,,,-1.0,-0.6989700043360189,-1.3010299956639813,,,,,,-1.3010299956639813,-0.6989700043360189,,,-1.0,,-0.0,-1.3010299956639813,-1.3010299956639813,-1.0
-0.6989700043360189,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,-0.6989700043360189,,,,,,,,,,,,,,,,,,-0.6989700043360189,,
-2.0791812460476247,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,,,-2.0791812460476247,-2.0791812460476247,,-2.0791812460476247,,,,-2.0791812460476247,,-2.0791812460476247,-2.0791812460476247,,-2.0791812460476247,-2.0791812460476247,-2.0791812460476247,,-2.0791812460476247,,
-3.5563025007672877,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,,,,-3.380211241711606,,,,,,-3.5563025007672877,-3.380211241711606,,-3.380211241711606,,-3.5563025007672877,-3.5563025007672877,-3.5563025007672877,,-3.5563025007672877,,-3.380211241711606
-1.8750612633917,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,,,-1.3010299956639813,-1.8750612633917,,,,,,,-1.8750612633917,,-1.7781512503836436,,,,-1.6989700043360187,-1.7781512503836436,-1.8750612633917,,
-2.903089986991944,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,,,,,,,,,-2.903089986991944,-2.903089986991944,,-2.903089986991944,,-2.903089986991944,,-2.903089986991944,-2.903089986991944,-2.903089986991944,-2.903089986991944,
-0.6989700043360189,N=C1NC(=O)C(c2ccccc2)O1,,,,,,,,,,-0.7781512503836436,,,,,,,,,,,
-3.0,CC(C)(S)[C@H](N)C(=O)O,,,,,-0.0,,-3.3010299956639813,,,-0.0,,,-3.3010299956639813,,,,,,,,-0.0
-0.6989700043360189,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,,,,,,,,,,,,,,,-0.6989700043360189,-0.6989700043360189,-0.6989700043360189,,-0.6989700043360189,,-0.6989700043360189
-2.4771212547196626,O=C1NC([O-])=NC1(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,-2.4771212547196626,,,,,,-2.4771212547196626
-2.1760912590556813,CC(/N=C(\NC#N)Nc1ccncc1)C(C)(C)C,,,-0.3010299956639812,,,,,,,,,,,,,,,,,,
-1.6532125137753435,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,,,-1.6532125137753435,-1.6532125137753435,,,-1.6532125137753435,,,-1.6532125137753435,,,-1.6532125137753435,-1.6532125137753435,-1.6532125137753435,,,,,,
-3.3807537708039,Cc1ccc(=O)n(-c2ccccc2)c1,,,,,,,,,,,,,-3.3807537708039,,,,,,,-0.4771212547196624,
-0.3010299956639812,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,,,,,,,-0.0,,,-0.6020599913279624,,-0.6020599913279624,-0.6020599913279624,,,,,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,
-2.6020599913279625,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,,,-2.3010299956639813,-2.3010299956639813,-2.903089986991944,-2.4771212547196626,-2.3010299956639813,,,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,-2.903089986991944,,-2.903089986991944,-2.903089986991944,-2.4771212547196626,-2.4771212547196626,-2.7781512503836434,-2.4771212547196626,
-0.6989700043360189,CCCN[C@H]1CCc2nc(N)sc2C1,,,-0.6989700043360189,-0.6989700043360189,,,,,,-0.6989700043360189,,,-0.6989700043360189,,,,,,-0.4771212547196624,-0.6989700043360189,
-1.0,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,,,,,,,,,,,,,,,,,,,,,
-2.9542425094393248,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,,,,-2.5118833609788744,,,,,,,,,,,,-2.628388930050312,,,,,
-1.6020599913279625,CNCCCC1c2ccccc2C=Cc2ccccc21,,,,,,,,,,,,,,,,,,,-1.6020599913279625,,
-1.3010299956639813,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C,,,-1.0,-1.3010299956639813,,,,,,,,-1.0,-1.3010299956639813,,-1.3010299956639813,,,-1.3010299956639813,-1.3010299956639813,-1.3010299956639813,
-1.7781512503836436,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,,,-1.7781512503836436,-2.0791812460476247,,,,,,,,,,,,,,,,,
-0.3010299956639812,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,,,,,,-1.0,-0.3010299956639812,,,-0.3010299956639812,,,-0.3010299956639812,,,,,,-1.3010299956639813,,
-0.6020599913279624,CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,,,,-2.4771212547196626,,-2.4771212547196626,-2.4771212547196626,,,-2.4771212547196626,-2.1760912590556813,,-2.4771212547196626,,-2.4771212547196626,,-2.4771212547196626,,-2.4771212547196626,,
-2.204119982655925,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,,,-1.4471580313422192,-2.204119982655925,-2.204119982655925,,,,-2.204119982655925,-2.204119982655925,-2.204119982655925,,,,-2.204119982655925,,-2.204119982655925,-2.204119982655925,-2.204119982655925,-2.204119982655925,
-2.0791812460476247,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,,,,,,,,,,,,,,,,,,,,,
-1.2041199826559248,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,,,,,,,,,,,,,,,,,,,,,
-1.1760912590556811,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,,,,-3.146128035678238,,,,,,,,,-3.146128035678238,,,-3.146128035678238,-0.3010299956639812,-3.146128035678238,-3.146128035678238,,
-2.6020599913279625,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,,,,,,,,-0.3010299956639812,-0.3010299956639812,,,,-0.3010299956639812,,,,,-0.3010299956639812,,
-2.3010299956639813,Nc1nc2ccc(OC(F)(F)F)cc2s1,,,-2.3010299956639813,,-2.0,,,,,,,,-2.3010299956639813,,,,-2.0,,-2.0,-1.6989700043360187,
-0.7781512503836436,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,,-1.2041199826559248,-1.2041199826559248,,-1.2041199826559248,,,,-1.2041199826559248,,-1.6989700043360187,-1.6989700043360187,,-1.2041199826559248,-1.6989700043360187,,-0.7781512503836436,-1.6989700043360187,,
-1.3010299956639813,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,-0.3010299956639812,,-1.3010299956639813,-1.3010299956639813,-1.0,-1.0,,,-0.3010299956639812,-0.3010299956639812,-1.4771212547196624,-1.0,-1.0,-1.3010299956639813,-1.3010299956639813,-1.0,-1.7781512503836436,-1.3010299956639813,-1.3010299956639813,-1.0,-1.0
-3.0791812460476247,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,,,,,-3.5563025007672877,,,,,,,,,,,,,,,,
-3.204119982655925,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,,,,,,,,,-3.204119982655925,-3.204119982655925,,-3.204119982655925,,-3.204119982655925,,,,-3.204119982655925,,,
-0.9030899869919436,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,,,,,,,,-0.9030899869919436,,,,,,,,,,,-0.9030899869919436,,
-0.6989700043360189,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,,,,,,,,,-0.3010299956639812,-0.6989700043360189,,-0.6989700043360189,,,,-0.3010299956639812,,,,
-1.380211241711606,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,,,,,,,,,,,,,,,,,,,,,-1.380211241711606
-1.6989700043360187,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,,,,,,-3.6020599913279625,-3.6020599913279625,,-3.6020599913279625,-3.6020599913279625,,-3.6020599913279625,,-3.6020599913279625,,-3.6020599913279625,,-3.6020599913279625,,
-1.8750612633917,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,,-1.8750612633917,,,,,,,-1.8750612633917,,,-1.8750612633917,-1.8750612633917,,,-1.8750612633917,,,,
-0.4771212547196624,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@H]3CC[C@@H](O)[C@@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,,,,,-0.4771212547196624,,-0.3010299956639812,,,-1.4771212547196624,-1.230448921378274,-1.230448921378274,-0.4771212547196624,,-0.6989700043360189,,-0.3010299956639812,-0.6989700043360189,-1.230448921378274,,
-0.6989700043360189,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,,,-0.6989700043360189,-2.0,,,,,,,,,,,,,,,,-0.6989700043360189,
-2.903089986991944,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@@]21C,,,,,,,-2.903089986991944,-2.903089986991944,,-2.903089986991944,-2.903089986991944,,-2.903089986991944,,-2.903089986991944,,,,-2.903089986991944,-2.903089986991944,
-1.9030899869919435,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,,,,,,,,,,,,,,,,,,,,,
-1.146128035678238,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,-1.146128035678238,,-1.146128035678238,-0.8450980400142568,-0.8450980400142568,,,,,,,-1.146128035678238,-0.8450980400142568,-0.8450980400142568,,-0.8450980400142568,-1.146128035678238,,-1.146128035678238,-0.8450980400142568,-1.146128035678238
-1.0791812460476249,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,,,,,-2.0,,,,,-1.6989700043360187,,,,,,,,-1.6989700043360187,-2.0,-1.6989700043360187,
-1.5563025007672873,Clc1ccc2nsnc2c1NC1=NCCN1,,,,,-1.5563025007672873,,-1.5563025007672873,,,,,,-1.5563025007672873,,-1.5563025007672873,,-1.5563025007672873,,-1.5563025007672873,,
-2.0791812460476247,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,,,,,,,,,,-2.0791812460476247,,,-1.954242509439325,,-2.0791812460476247,,-2.0791812460476247,,-2.0791812460476247,-2.0791812460476247,
-2.903089986991944,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,,,-2.6020599913279625,-3.0791812460476247,,,,,,-3.0,,-2.0,-3.0791812460476247,,-1.3979400086720375,-1.6989700043360187,,,,,
-0.6020599913279624,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,,,-0.6020599913279624,-0.3010299956639812,,,,,,,,-0.6020599913279624,-0.6020599913279624,,,,,,,,
-0.6020599913279624,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,,,,,,,,,,,,,,,,,-0.6020599913279624,,-3.845098040014257,,
-1.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,-0.6989700043360189,-0.6989700043360189,,-1.0,,,,,,-1.0,-1.0,,,,-1.0,,-0.6989700043360189,,-0.6989700043360189,-1.0,-0.6989700043360189
-2.9542425094393248,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,,,,,,,,,,,,,-2.9542425094393248,,,,,,,,
-2.9822712330395684,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,,,,-2.9822712330395684,-2.9822712330395684,,,,,,,,,,,,-2.9822712330395684,-2.9822712330395684,,-2.9822712330395684,
-1.8750612633917,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,,,,,,,,,,,,,,,,,,,,,
